Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Hero,HF Deluxe,2022,277,63.2,36436,31893,Dealer,Tier 2,Electric,Not Insured,Tamil Nadu,35,3,12.47
Yamaha,FZ,2014,180,50.4,39271,34618,Individual,Tier 1,Diesel,Insured,Maharashtra,55,11,11.85
Honda,Unicorn,2010,105,54.2,116270,59096,Individual,Tier 3,Diesel,Not Insured,Rajasthan,46,15,49.17
Yamaha,R15,2016,167,40.7,56567,42667,Dealer,Tier 1,Electric,Insured,Gujarat,55,9,24.57
Yamaha,FZ,2023,349,34.4,114455,110346,Individual,Tier 1,Electric,Insured,Karnataka,46,2,3.59
Suzuki,Burgman,2023,152,59.4,144559,67812,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,21,2,53.09
Yamaha,R15,2013,326,55.7,78009,33967,Individual,Tier 2,Diesel,Insured,Delhi,17,12,56.46
Honda,Livo,2013,262,55.2,133404,33211,Individual,Tier 2,Diesel,Insured,Tamil Nadu,54,12,75.1
Bajaj,CT 100,2015,213,59.9,60261,23129,Individual,Tier 3,Diesel,Not Insured,Uttar Pradesh,24,10,61.62
Suzuki,Burgman,2023,163,46.5,77576,57061,Dealer,Tier 1,Diesel,Insured,Gujarat,22,2,26.45
Hero,Passion,2015,187,62.4,92619,21983,Individual,Tier 3,Diesel,Insured,Karnataka,28,10,76.27
Hero,Splendor,2012,142,56.2,47875,23361,Dealer,Tier 3,Diesel,Not Insured,Karnataka,14,13,51.2
Honda,Livo,2011,131,61.6,77866,76416,Individual,Tier 1,Diesel,Insured,Tamil Nadu,54,14,1.86
Honda,Shine,2016,279,32.5,64307,49140,Dealer,Tier 2,Petrol,Not Insured,Gujarat,14,9,23.59
Suzuki,Burgman,2013,165,60.2,31836,24615,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,11,12,22.68
Bajaj,CT 100,2012,130,34.8,131893,43529,Dealer,Tier 2,Electric,Insured,Gujarat,24,13,67.0
Hero,HF Deluxe,2008,277,62.0,122900,100047,Dealer,Tier 3,Diesel,Not Insured,Delhi,41,17,18.59
Bajaj,Pulsar,2023,174,47.3,55817,52242,Dealer,Tier 3,Electric,Insured,Delhi,47,2,6.4
Bajaj,CT 100,2011,343,38.3,120505,26587,Individual,Tier 1,Electric,Insured,Gujarat,55,14,77.94
Yamaha,R15,2019,233,69.9,114666,47460,Individual,Tier 3,Electric,Insured,Uttar Pradesh,34,6,58.61
Hero,Splendor,2009,219,69.7,122958,22891,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,36,16,81.38
Yamaha,R15,2015,262,67.5,89203,52245,Dealer,Tier 2,Electric,Not Insured,Maharashtra,41,10,41.43
Bajaj,Pulsar,2023,253,75.1,98451,93536,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,16,2,4.99
Suzuki,Gixxer,2017,103,43.7,99073,36082,Dealer,Tier 1,Petrol,Insured,Rajasthan,37,8,63.58
Yamaha,FZ,2011,152,50.8,58685,42372,Dealer,Tier 2,Electric,Not Insured,Karnataka,26,14,27.8
Suzuki,Access,2021,297,40.6,140581,137476,Dealer,Tier 1,Diesel,Not Insured,Karnataka,43,4,2.21
Honda,Shine,2011,155,54.9,119530,44714,Dealer,Tier 2,Diesel,Not Insured,Gujarat,24,14,62.59
Hero,Splendor,2018,294,36.3,112821,107419,Individual,Tier 2,Petrol,Insured,Tamil Nadu,35,7,4.79
Suzuki,Burgman,2017,107,44.3,147349,61761,Dealer,Tier 1,Diesel,Insured,Karnataka,35,8,58.09
Suzuki,Burgman,2020,269,67.2,137581,21434,Individual,Tier 2,Electric,Insured,Tamil Nadu,40,5,84.42
Yamaha,R15,2015,342,57.5,79194,74207,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,40,10,6.3
Hero,Splendor,2016,325,60.9,77921,43165,Dealer,Tier 1,Petrol,Insured,Tamil Nadu,59,9,44.6
Suzuki,Gixxer,2013,317,71.5,82509,27783,Dealer,Tier 2,Petrol,Insured,Karnataka,40,12,66.33
Yamaha,FZ,2015,167,44.7,86324,25324,Individual,Tier 3,Diesel,Insured,Karnataka,48,10,70.66
Yamaha,FZ,2021,139,67.1,87063,22367,Individual,Tier 3,Electric,Insured,Karnataka,46,4,74.31
Yamaha,R15,2017,122,74.1,81924,28532,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,52,8,65.17
Bajaj,Avenger,2023,128,62.3,41688,26262,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,37,2,37.0
Suzuki,Access,2010,237,64.1,97481,27216,Individual,Tier 2,Electric,Not Insured,Delhi,20,15,72.08
Suzuki,Gixxer,2005,266,42.7,33445,33284,Individual,Tier 1,Diesel,Insured,Karnataka,50,20,0.48
Suzuki,Burgman,2008,209,74.4,39990,22450,Dealer,Tier 3,Electric,Not Insured,Gujarat,10,17,43.86
Suzuki,Burgman,2018,348,64.2,47358,28103,Individual,Tier 3,Electric,Not Insured,Karnataka,33,7,40.66
Hero,HF Deluxe,2010,190,43.5,46624,42806,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,29,15,8.19
Suzuki,Burgman,2018,181,68.8,86572,46651,Individual,Tier 2,Electric,Insured,Tamil Nadu,43,7,46.11
Honda,Livo,2013,190,59.7,31815,28473,Individual,Tier 3,Petrol,Insured,Rajasthan,34,12,10.5
Honda,Livo,2021,266,51.4,114484,84138,Dealer,Tier 1,Petrol,Insured,Rajasthan,24,4,26.51
Suzuki,Access,2018,161,43.9,100143,44815,Individual,Tier 2,Electric,Insured,Maharashtra,27,7,55.25
Yamaha,SZ,2008,177,49.2,70414,53579,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,60,17,23.91
Yamaha,SZ,2005,236,60.0,64226,39214,Dealer,Tier 2,Diesel,Insured,Gujarat,16,20,38.94
Suzuki,Gixxer,2010,189,58.4,49853,42912,Individual,Tier 3,Electric,Not Insured,Gujarat,42,15,13.92
Hero,Passion,2023,185,59.9,148426,88980,Dealer,Tier 2,Petrol,Insured,Karnataka,31,2,40.05
Honda,Shine,2015,240,43.1,59393,45083,Dealer,Tier 3,Diesel,Insured,Maharashtra,11,10,24.09
Bajaj,CT 100,2005,97,39.6,105531,21404,Dealer,Tier 2,Diesel,Not Insured,Gujarat,32,20,79.72
Hero,HF Deluxe,2016,194,75.4,59331,28713,Individual,Tier 1,Electric,Insured,Delhi,33,9,51.61
Bajaj,Avenger,2016,138,76.9,30652,27944,Individual,Tier 3,Petrol,Not Insured,Karnataka,14,9,8.83
Hero,Splendor,2020,229,30.1,38712,35183,Dealer,Tier 1,Diesel,Not Insured,Gujarat,14,5,9.12
Honda,Livo,2018,95,31.7,70202,66004,Individual,Tier 3,Petrol,Not Insured,Rajasthan,51,7,5.98
Honda,Livo,2005,343,52.2,110217,82434,Dealer,Tier 1,Petrol,Not Insured,Uttar Pradesh,53,20,25.21
Yamaha,R15,2015,332,57.6,125412,64577,Individual,Tier 2,Diesel,Insured,Maharashtra,24,10,48.51
Yamaha,SZ,2022,224,66.0,47487,24379,Individual,Tier 3,Electric,Not Insured,Karnataka,33,3,48.66
Suzuki,Gixxer,2006,222,60.1,126523,70949,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,28,19,43.92
Hero,Splendor,2015,286,67.1,44247,42182,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,59,10,4.67
Honda,Unicorn,2023,228,37.4,112287,111205,Dealer,Tier 2,Diesel,Insured,Delhi,25,2,0.96
Yamaha,SZ,2012,143,57.4,132153,95323,Individual,Tier 2,Petrol,Insured,Karnataka,17,13,27.87
Honda,Shine,2017,335,65.7,65676,51881,Individual,Tier 2,Diesel,Not Insured,Karnataka,21,8,21.0
Suzuki,Access,2006,148,55.4,113581,33168,Individual,Tier 1,Petrol,Not Insured,Uttar Pradesh,39,19,70.8
Honda,Unicorn,2009,228,75.1,115346,90433,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,47,16,21.6
Bajaj,CT 100,2018,312,69.5,115975,49450,Dealer,Tier 1,Diesel,Insured,Gujarat,58,7,57.36
Honda,Shine,2008,109,30.3,84970,77709,Dealer,Tier 3,Diesel,Insured,Gujarat,53,17,8.55
Hero,HF Deluxe,2016,175,56.0,147251,124982,Individual,Tier 2,Electric,Insured,Karnataka,15,9,15.12
Suzuki,Gixxer,2005,261,63.5,68404,26307,Individual,Tier 1,Petrol,Insured,Tamil Nadu,38,20,61.54
Hero,Passion,2022,174,41.9,30327,30126,Dealer,Tier 3,Diesel,Not Insured,Tamil Nadu,16,3,0.66
Bajaj,CT 100,2018,80,59.3,54225,39999,Individual,Tier 3,Electric,Insured,Maharashtra,11,7,26.24
Yamaha,SZ,2010,202,44.3,65164,42571,Individual,Tier 3,Diesel,Insured,Tamil Nadu,14,15,34.67
Yamaha,R15,2017,137,39.3,44596,22009,Dealer,Tier 3,Electric,Not Insured,Delhi,52,8,50.65
Yamaha,SZ,2016,130,59.4,61607,59595,Individual,Tier 1,Electric,Insured,Maharashtra,41,9,3.27
Suzuki,Burgman,2009,225,33.1,142822,58556,Individual,Tier 3,Electric,Insured,Delhi,25,16,59.0
Yamaha,FZ,2014,245,33.2,40227,27770,Dealer,Tier 1,Electric,Not Insured,Delhi,56,11,30.97
Suzuki,Burgman,2018,273,47.1,81266,24335,Dealer,Tier 3,Petrol,Insured,Delhi,28,7,70.06
Honda,Shine,2019,127,64.8,117711,71544,Individual,Tier 3,Petrol,Insured,Tamil Nadu,58,6,39.22
Suzuki,Access,2017,107,44.3,53062,28053,Dealer,Tier 3,Diesel,Not Insured,Tamil Nadu,56,8,47.13
Bajaj,CT 100,2009,130,70.3,75954,25067,Dealer,Tier 1,Diesel,Not Insured,Gujarat,28,16,67.0
Suzuki,Gixxer,2020,205,41.3,98235,65053,Individual,Tier 3,Electric,Insured,Tamil Nadu,31,5,33.78
Suzuki,Access,2016,111,50.6,78819,73986,Dealer,Tier 1,Diesel,Insured,Karnataka,14,9,6.13
Yamaha,R15,2021,302,79.7,147933,102393,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,26,4,30.78
Bajaj,Pulsar,2006,199,38.4,98250,57698,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,49,19,41.27
Hero,Splendor,2006,259,57.9,93559,61592,Individual,Tier 2,Petrol,Not Insured,Gujarat,37,19,34.17
Bajaj,CT 100,2018,334,77.0,72376,68904,Dealer,Tier 1,Diesel,Not Insured,Gujarat,26,7,4.8
Suzuki,Gixxer,2020,163,58.9,41617,41563,Dealer,Tier 2,Electric,Insured,Delhi,60,5,0.13
Hero,Passion,2009,318,71.2,42202,21288,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,13,16,49.56
Honda,Livo,2008,84,64.3,75734,67002,Individual,Tier 2,Electric,Not Insured,Maharashtra,41,17,11.53
Bajaj,CT 100,2017,323,69.7,85278,63722,Individual,Tier 1,Petrol,Insured,Gujarat,37,8,25.28
Hero,Splendor,2011,266,48.2,105917,101094,Individual,Tier 2,Electric,Not Insured,Karnataka,60,14,4.55
Honda,Unicorn,2011,191,59.7,54624,53036,Dealer,Tier 3,Electric,Insured,Gujarat,50,14,2.91
Suzuki,Burgman,2006,184,46.5,107656,67957,Dealer,Tier 3,Electric,Insured,Rajasthan,19,19,36.88
Honda,Shine,2023,200,42.4,47751,43203,Individual,Tier 2,Electric,Not Insured,Maharashtra,16,2,9.52
Hero,HF Deluxe,2020,320,68.7,61929,41927,Individual,Tier 1,Petrol,Not Insured,Rajasthan,22,5,32.3
Yamaha,FZ,2013,334,39.6,116516,43159,Dealer,Tier 3,Petrol,Not Insured,Rajasthan,32,12,62.96
Bajaj,Avenger,2019,216,60.6,40941,40601,Dealer,Tier 1,Diesel,Insured,Karnataka,39,6,0.83
Bajaj,Pulsar,2018,323,38.3,135891,43375,Dealer,Tier 3,Electric,Insured,Delhi,11,7,68.08
Hero,Passion,2021,326,48.0,84681,52109,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,23,4,38.46
Yamaha,R15,2008,306,77.0,116648,98985,Dealer,Tier 3,Diesel,Insured,Gujarat,52,17,15.14
Honda,Shine,2015,169,43.2,47797,31448,Individual,Tier 2,Electric,Not Insured,Gujarat,17,10,34.21
Hero,HF Deluxe,2012,165,58.6,146716,99122,Dealer,Tier 2,Petrol,Insured,Maharashtra,29,13,32.44
Suzuki,Access,2019,276,39.9,91248,62656,Individual,Tier 3,Diesel,Insured,Delhi,32,6,31.33
Yamaha,R15,2013,330,54.5,127710,105895,Dealer,Tier 1,Petrol,Not Insured,Gujarat,41,12,17.08
Bajaj,CT 100,2010,152,72.5,37899,32289,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,27,15,14.8
Bajaj,CT 100,2006,204,71.5,99408,73717,Individual,Tier 3,Petrol,Not Insured,Gujarat,10,19,25.84
Suzuki,Burgman,2018,139,78.6,42015,29351,Dealer,Tier 1,Diesel,Not Insured,Delhi,45,7,30.14
Hero,Passion,2019,282,71.8,83255,35021,Individual,Tier 3,Diesel,Insured,Rajasthan,53,6,57.94
Bajaj,CT 100,2010,305,71.8,111051,74048,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,18,15,33.32
Yamaha,R15,2015,217,31.7,117915,76715,Dealer,Tier 1,Petrol,Insured,Tamil Nadu,48,10,34.94
Yamaha,SZ,2005,212,63.5,130946,97916,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,39,20,25.22
Honda,Shine,2009,85,45.7,84422,67124,Individual,Tier 2,Diesel,Insured,Gujarat,59,16,20.49
Suzuki,Access,2023,330,53.2,94170,88427,Dealer,Tier 3,Petrol,Not Insured,Rajasthan,10,2,6.1
Bajaj,Avenger,2021,135,72.6,113996,112822,Individual,Tier 2,Petrol,Insured,Rajasthan,55,4,1.03
Suzuki,Access,2017,90,32.6,77026,28448,Dealer,Tier 2,Electric,Insured,Rajasthan,24,8,63.07
Suzuki,Access,2006,245,53.7,57676,56712,Dealer,Tier 3,Petrol,Not Insured,Gujarat,51,19,1.67
Hero,Splendor,2009,168,53.0,50574,29222,Individual,Tier 3,Electric,Insured,Tamil Nadu,42,16,42.22
Bajaj,CT 100,2017,206,74.3,58544,27823,Dealer,Tier 3,Electric,Insured,Gujarat,48,8,52.48
Honda,Livo,2006,187,69.2,30285,20818,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,31,19,31.26
Suzuki,Access,2012,205,74.7,87321,23421,Dealer,Tier 1,Petrol,Insured,Gujarat,51,13,73.18
Hero,Splendor,2014,269,34.0,81506,65224,Dealer,Tier 1,Electric,Not Insured,Gujarat,25,11,19.98
Hero,Splendor,2010,138,58.1,145668,103320,Individual,Tier 3,Electric,Not Insured,Karnataka,12,15,29.07
Bajaj,Pulsar,2015,215,67.4,129715,25140,Dealer,Tier 1,Diesel,Insured,Karnataka,56,10,80.62
Bajaj,Pulsar,2022,183,43.7,66576,24814,Dealer,Tier 1,Electric,Not Insured,Rajasthan,56,3,62.73
Honda,Unicorn,2021,214,43.8,92005,45778,Individual,Tier 1,Petrol,Insured,Delhi,52,4,50.24
Yamaha,FZ,2015,279,41.4,105472,101092,Individual,Tier 3,Electric,Not Insured,Karnataka,55,10,4.15
Suzuki,Access,2015,126,37.4,61131,36655,Dealer,Tier 1,Electric,Not Insured,Maharashtra,30,10,40.04
Yamaha,SZ,2018,129,67.8,58087,38776,Dealer,Tier 2,Electric,Insured,Tamil Nadu,41,7,33.24
Hero,Splendor,2009,227,45.4,35996,24039,Dealer,Tier 3,Electric,Insured,Karnataka,21,16,33.22
Yamaha,R15,2005,221,52.3,132823,106569,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,22,20,19.77
Yamaha,SZ,2012,264,66.6,136812,131779,Dealer,Tier 1,Diesel,Insured,Rajasthan,18,13,3.68
Suzuki,Access,2013,263,72.1,113588,106973,Dealer,Tier 3,Electric,Insured,Rajasthan,17,12,5.82
Bajaj,Avenger,2009,303,39.7,144981,84260,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,12,16,41.88
Hero,HF Deluxe,2015,235,57.5,84508,75126,Dealer,Tier 2,Diesel,Insured,Karnataka,10,10,11.1
Suzuki,Burgman,2021,132,45.2,110531,99245,Individual,Tier 3,Electric,Insured,Rajasthan,24,4,10.21
Hero,Splendor,2011,225,54.1,59382,35403,Individual,Tier 2,Diesel,Not Insured,Maharashtra,47,14,40.38
Hero,Passion,2022,228,57.6,146877,31630,Individual,Tier 2,Electric,Not Insured,Gujarat,53,3,78.46
Yamaha,R15,2020,109,65.1,70588,37516,Dealer,Tier 2,Petrol,Not Insured,Delhi,35,5,46.85
Bajaj,Pulsar,2005,243,42.0,48872,22380,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,16,20,54.21
Suzuki,Access,2009,271,67.8,108821,62893,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,52,16,42.21
Suzuki,Access,2010,325,54.2,67629,51219,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,11,15,24.26
Honda,Unicorn,2022,339,70.5,32892,30996,Dealer,Tier 2,Electric,Not Insured,Uttar Pradesh,18,3,5.76
Suzuki,Burgman,2018,92,30.2,144332,48879,Individual,Tier 2,Electric,Not Insured,Delhi,56,7,66.13
Bajaj,Pulsar,2005,182,73.3,86118,84759,Dealer,Tier 3,Diesel,Insured,Delhi,50,20,1.58
Honda,Livo,2008,294,58.8,108916,33436,Individual,Tier 1,Electric,Insured,Delhi,11,17,69.3
Honda,Shine,2015,193,65.4,94182,46551,Individual,Tier 2,Diesel,Insured,Tamil Nadu,56,10,50.57
Hero,Passion,2009,134,68.8,32910,22737,Dealer,Tier 3,Petrol,Not Insured,Gujarat,29,16,30.91
Yamaha,SZ,2018,276,41.3,74816,56918,Dealer,Tier 2,Petrol,Insured,Karnataka,48,7,23.92
Suzuki,Burgman,2017,229,65.5,45221,40238,Individual,Tier 3,Diesel,Not Insured,Tamil Nadu,30,8,11.02
Hero,HF Deluxe,2021,244,53.4,97261,88554,Dealer,Tier 1,Petrol,Insured,Delhi,32,4,8.95
Hero,Splendor,2010,298,39.3,128169,109754,Dealer,Tier 2,Petrol,Not Insured,Karnataka,53,15,14.37
Hero,Passion,2005,136,49.1,36051,26514,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,31,20,26.45
Suzuki,Burgman,2006,169,44.7,119218,54200,Individual,Tier 1,Diesel,Not Insured,Gujarat,34,19,54.54
Honda,Unicorn,2019,196,69.0,148213,64575,Individual,Tier 1,Electric,Not Insured,Uttar Pradesh,48,6,56.43
Suzuki,Access,2010,170,77.1,107887,43458,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,36,15,59.72
Bajaj,Avenger,2018,267,44.6,61055,23328,Dealer,Tier 3,Electric,Insured,Karnataka,49,7,61.79
Yamaha,FZ,2021,108,79.1,133222,57361,Individual,Tier 2,Electric,Not Insured,Maharashtra,45,4,56.94
Yamaha,R15,2015,113,78.6,100060,36304,Individual,Tier 1,Petrol,Insured,Delhi,29,10,63.72
Yamaha,R15,2012,220,37.3,106809,61199,Individual,Tier 2,Electric,Insured,Rajasthan,41,13,42.7
Honda,Unicorn,2006,207,61.3,99410,38010,Individual,Tier 2,Diesel,Insured,Tamil Nadu,60,19,61.76
Yamaha,R15,2008,125,41.5,89570,48755,Dealer,Tier 2,Petrol,Insured,Delhi,23,17,45.57
Honda,Livo,2005,321,32.7,44090,24966,Individual,Tier 3,Petrol,Not Insured,Delhi,60,20,43.37
Bajaj,Avenger,2018,240,44.1,76840,37907,Dealer,Tier 2,Petrol,Insured,Uttar Pradesh,39,7,50.67
Yamaha,FZ,2021,262,51.8,115090,74126,Individual,Tier 1,Diesel,Not Insured,Gujarat,31,4,35.59
Honda,Shine,2006,296,70.1,111272,35481,Dealer,Tier 3,Petrol,Insured,Karnataka,59,19,68.11
Yamaha,FZ,2007,345,65.8,62626,27102,Dealer,Tier 3,Electric,Insured,Karnataka,12,18,56.72
Honda,Livo,2008,178,62.4,116763,51122,Dealer,Tier 3,Diesel,Not Insured,Delhi,29,17,56.22
Suzuki,Access,2010,186,34.1,35078,24900,Dealer,Tier 2,Electric,Not Insured,Rajasthan,51,15,29.02
Hero,HF Deluxe,2020,291,52.5,68540,28594,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,47,5,58.28
Yamaha,SZ,2007,166,71.6,49228,22669,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,35,18,53.95
Suzuki,Access,2014,296,42.6,118943,80981,Individual,Tier 2,Petrol,Not Insured,Delhi,46,11,31.92
Suzuki,Gixxer,2019,146,78.3,67990,67194,Dealer,Tier 2,Petrol,Not Insured,Gujarat,27,6,1.17
Bajaj,Avenger,2019,294,37.1,64327,50016,Individual,Tier 3,Electric,Insured,Tamil Nadu,11,6,22.25
Bajaj,CT 100,2013,345,52.6,94256,40783,Dealer,Tier 3,Petrol,Not Insured,Tamil Nadu,24,12,56.73
Yamaha,R15,2015,179,37.4,67402,49043,Dealer,Tier 1,Diesel,Insured,Karnataka,52,10,27.24
Bajaj,Avenger,2012,264,34.4,30875,29134,Dealer,Tier 3,Diesel,Insured,Rajasthan,14,13,5.64
Honda,Shine,2014,140,80.0,30080,22991,Individual,Tier 2,Petrol,Insured,Tamil Nadu,52,11,23.57
Suzuki,Gixxer,2020,197,46.0,80339,63724,Individual,Tier 1,Electric,Insured,Karnataka,46,5,20.68
Suzuki,Gixxer,2019,220,65.2,139397,83028,Dealer,Tier 1,Diesel,Not Insured,Uttar Pradesh,43,6,40.44
Hero,Splendor,2005,145,36.6,98078,71624,Dealer,Tier 3,Electric,Not Insured,Maharashtra,54,20,26.97
Suzuki,Gixxer,2022,294,56.5,53475,48813,Dealer,Tier 3,Diesel,Not Insured,Rajasthan,21,3,8.72
Bajaj,Avenger,2012,185,78.1,80871,66941,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,31,13,17.22
Suzuki,Gixxer,2017,183,45.7,109556,86044,Individual,Tier 1,Petrol,Insured,Karnataka,20,8,21.46
Honda,Shine,2017,194,44.0,96774,66724,Individual,Tier 2,Petrol,Insured,Maharashtra,56,8,31.05
Hero,Passion,2005,244,53.8,47867,44417,Individual,Tier 1,Petrol,Not Insured,Rajasthan,16,20,7.21
Hero,Splendor,2023,117,78.3,106379,32053,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,55,2,69.87
Bajaj,CT 100,2021,244,59.0,130627,52336,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,45,4,59.93
Suzuki,Gixxer,2014,168,68.4,128916,111561,Individual,Tier 2,Diesel,Not Insured,Karnataka,22,11,13.46
Bajaj,Avenger,2019,132,73.4,37399,33551,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,31,6,10.29
Honda,Unicorn,2017,145,52.7,78165,32929,Individual,Tier 3,Diesel,Insured,Maharashtra,52,8,57.87
Suzuki,Access,2015,264,53.7,70973,60232,Dealer,Tier 1,Diesel,Not Insured,Delhi,54,10,15.13
Honda,Unicorn,2022,229,46.4,69779,21847,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,30,3,68.69
Honda,Livo,2012,331,37.9,69824,31382,Individual,Tier 2,Electric,Not Insured,Gujarat,18,13,55.06
Bajaj,CT 100,2008,311,66.9,90380,74648,Dealer,Tier 2,Petrol,Insured,Maharashtra,26,17,17.41
Honda,Unicorn,2023,129,36.1,135778,109519,Dealer,Tier 1,Electric,Insured,Karnataka,36,2,19.34
Bajaj,Pulsar,2017,281,31.7,81729,41279,Individual,Tier 1,Diesel,Insured,Delhi,18,8,49.49
Hero,Splendor,2007,136,44.3,146279,114218,Individual,Tier 3,Electric,Insured,Karnataka,45,18,21.92
Hero,HF Deluxe,2005,133,70.7,140418,115027,Individual,Tier 3,Electric,Not Insured,Karnataka,18,20,18.08
Suzuki,Burgman,2018,293,35.4,141447,30936,Individual,Tier 3,Electric,Not Insured,Uttar Pradesh,30,7,78.13
Hero,Passion,2008,83,31.2,126703,50157,Dealer,Tier 1,Electric,Not Insured,Tamil Nadu,38,17,60.41
Suzuki,Access,2021,234,48.3,126565,24894,Dealer,Tier 1,Diesel,Not Insured,Delhi,35,4,80.33
Yamaha,FZ,2012,110,60.9,73833,52703,Individual,Tier 1,Petrol,Insured,Uttar Pradesh,20,13,28.62
Yamaha,FZ,2007,206,66.3,121824,26218,Individual,Tier 1,Diesel,Insured,Gujarat,46,18,78.48
Bajaj,Avenger,2009,307,42.3,33120,30662,Individual,Tier 3,Diesel,Not Insured,Karnataka,13,16,7.42
Yamaha,R15,2017,307,46.3,48843,33673,Dealer,Tier 1,Electric,Not Insured,Karnataka,29,8,31.06
Hero,Splendor,2010,310,56.5,133722,131079,Individual,Tier 2,Electric,Insured,Maharashtra,21,15,1.98
Bajaj,Pulsar,2020,206,50.8,41561,33193,Individual,Tier 2,Diesel,Not Insured,Rajasthan,10,5,20.13
Honda,Shine,2015,140,69.8,111939,100640,Individual,Tier 1,Petrol,Insured,Rajasthan,45,10,10.09
Honda,Shine,2020,149,38.1,132779,57754,Individual,Tier 2,Diesel,Insured,Tamil Nadu,42,5,56.5
Yamaha,FZ,2006,118,47.8,118514,54512,Dealer,Tier 2,Petrol,Not Insured,Karnataka,36,19,54.0
Bajaj,CT 100,2023,350,54.8,53646,45680,Dealer,Tier 2,Petrol,Not Insured,Delhi,51,2,14.85
Hero,HF Deluxe,2017,95,50.3,50620,25750,Dealer,Tier 1,Petrol,Not Insured,Delhi,20,8,49.13
Bajaj,Avenger,2018,201,47.4,135528,81550,Individual,Tier 1,Electric,Not Insured,Gujarat,16,7,39.83
Hero,Splendor,2020,308,60.9,47775,33435,Dealer,Tier 2,Petrol,Insured,Gujarat,11,5,30.02
Hero,Splendor,2009,240,71.1,109135,85962,Individual,Tier 1,Diesel,Insured,Karnataka,35,16,21.23
Suzuki,Gixxer,2017,168,61.7,112153,80062,Dealer,Tier 3,Petrol,Insured,Gujarat,27,8,28.61
Bajaj,Avenger,2006,273,37.3,90201,86447,Dealer,Tier 3,Petrol,Not Insured,Tamil Nadu,33,19,4.16
Hero,HF Deluxe,2005,316,50.4,100069,20087,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,50,20,79.93
Hero,Passion,2019,152,57.1,79294,78578,Dealer,Tier 3,Petrol,Not Insured,Tamil Nadu,43,6,0.9
Honda,Livo,2016,177,48.3,38283,27227,Individual,Tier 3,Diesel,Insured,Maharashtra,57,9,28.88
Honda,Shine,2015,93,35.0,118778,102978,Dealer,Tier 3,Diesel,Not Insured,Gujarat,55,10,13.3
Yamaha,FZ,2018,144,56.9,113716,33746,Dealer,Tier 1,Diesel,Insured,Maharashtra,23,7,70.32
Yamaha,FZ,2021,341,56.5,70876,30045,Individual,Tier 3,Diesel,Insured,Rajasthan,17,4,57.61
Suzuki,Access,2008,345,35.4,78086,51883,Dealer,Tier 3,Petrol,Not Insured,Delhi,39,17,33.56
Bajaj,Pulsar,2013,320,39.6,67847,64639,Dealer,Tier 2,Electric,Insured,Gujarat,54,12,4.73
Honda,Unicorn,2015,237,31.3,97854,50151,Individual,Tier 1,Electric,Insured,Tamil Nadu,47,10,48.75
Yamaha,FZ,2013,124,61.2,91817,50349,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,51,12,45.16
Bajaj,CT 100,2007,129,48.9,67443,25459,Individual,Tier 3,Petrol,Not Insured,Uttar Pradesh,44,18,62.25
Suzuki,Burgman,2011,343,62.9,141953,80021,Individual,Tier 3,Diesel,Insured,Tamil Nadu,35,14,43.63
